2026-05-26 20:53:20,659 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-05-26 20:53:20,660 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA RTX A6000, MFU will show as 0%

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA RTX A6000 | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 86 (bf16 supported))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 50
total                   : 286,261,730
Estimated FLOPs per token: 8.870979e+08
Auto-computed optimal batch size: 524,288 tokens
Using AdamW-only optimizer (no Muon)
Dataset: HF fineweb-2/por_Latn  →  /mnt/E-SSD/barcelos/.cache/nanochat/data_fineweb2_pt
Calculated number of iterations from target data:param ratio: 4,830
Total number of training tokens: 2,532,311,040
Tokens : Scaling params ratio: 23.00
Total training FLOPs estimate: 2.246408e+18
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Step 00000 | Validation bpb: 3.183605
step 00000/04830 (0.00%) | loss: 10.397511 | lrm: 0.03 | dt: 10885.02ms | tok/sec: 48,166 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/04830 (0.02%) | loss: 10.374411 | lrm: 0.05 | dt: 8694.99ms | tok/sec: 60,297 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/04830 (0.04%) | loss: 10.269391 | lrm: 0.07 | dt: 8859.30ms | tok/sec: 59,179 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00003/04830 (0.06%) | loss: 10.106131 | lrm: 0.10 | dt: 8841.37ms | tok/sec: 59,299 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00004/04830 (0.08%) | loss: 9.889534 | lrm: 0.12 | dt: 8715.90ms | tok/sec: 60,153 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00005/04830 (0.10%) | loss: 9.645518 | lrm: 0.15 | dt: 8857.83ms | tok/sec: 59,189 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00006/04830 (0.12%) | loss: 9.410486 | lrm: 0.17 | dt: 8716.76ms | tok/sec: 60,147 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00007/04830 (0.14%) | loss: 9.200477 | lrm: 0.20 | dt: 8710.55ms | tok/sec: 60,189 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00008/04830 (0.17%) | loss: 9.010981 | lrm: 0.23 | dt: 8824.15ms | tok/sec: 59,415 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.00m
step 00009/04830 (0.19%) | loss: 8.847855 | lrm: 0.25 | dt: 8850.98ms | tok/sec: 59,235 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 0.00m
step 00010/04830 (0.21%) | loss: 8.713807 | lrm: 0.28 | dt: 8697.19ms | tok/sec: 60,282 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 0.00m
step 00011/04830 (0.23%) | loss: 8.628626 | lrm: 0.30 | dt: 8833.95ms | tok/sec: 59,349 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 0.15m | eta: 709.5m
step 00012/04830 (0.25%) | loss: 8.532423 | lrm: 0.33 | dt: 8710.36ms | tok/sec: 60,191 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 0.29m | eta: 704.4m
step 00013/04830 (0.27%) | loss: 8.442440 | lrm: 0.35 | dt: 8826.53ms | tok/sec: 59,399 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 0.44m | eta: 705.7m
step 00014/04830 (0.29%) | loss: 8.362430 | lrm: 0.38 | dt: 8705.14ms | tok/sec: 60,227 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.58m | eta: 703.9m
step 00015/04830 (0.31%) | loss: 8.314000 | lrm: 0.40 | dt: 8813.36ms | tok/sec: 59,487 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.73m | eta: 704.4m
step 00016/04830 (0.33%) | loss: 8.259636 | lrm: 0.42 | dt: 8715.41ms | tok/sec: 60,156 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 18 | total time: 0.88m | eta: 703.4m
step 00017/04830 (0.35%) | loss: 8.208234 | lrm: 0.45 | dt: 8788.76ms | tok/sec: 59,654 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 19 | total time: 1.02m | eta: 703.5m
step 00018/04830 (0.37%) | loss: 8.172281 | lrm: 0.47 | dt: 8721.76ms | tok/sec: 60,112 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 20 | total time: 1.17m | eta: 702.9m
step 00019/04830 (0.39%) | loss: 8.144506 | lrm: 0.50 | dt: 8829.55ms | tok/sec: 59,378 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 21 | total time: 1.32m | eta: 703.3m
step 00020/04830 (0.41%) | loss: 8.100994 | lrm: 0.53 | dt: 8719.30ms | tok/sec: 60,129 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 22 | total time: 1.46m | eta: 702.8m
step 00021/04830 (0.43%) | loss: 8.072509 | lrm: 0.55 | dt: 8816.16ms | tok/sec: 59,468 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 23 | total time: 1.61m | eta: 703.0m
step 00022/04830 (0.46%) | loss: 8.049793 | lrm: 0.57 | dt: 8820.99ms | tok/sec: 59,436 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 24 | total time: 1.76m | eta: 703.2m
step 00023/04830 (0.48%) | loss: 8.031011 | lrm: 0.60 | dt: 8719.61ms | tok/sec: 60,127 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 25 | total time: 1.90m | eta: 702.7m
step 00024/04830 (0.50%) | loss: 7.993162 | lrm: 0.62 | dt: 8812.86ms | tok/sec: 59,491 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 25 | total time: 2.05m | eta: 702.8m
step 00025/04830 (0.52%) | loss: 7.972985 | lrm: 0.65 | dt: 8702.18ms | tok/sec: 60,247 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 26 | total time: 2.19m | eta: 702.3m
step 00026/04830 (0.54%) | loss: 7.951086 | lrm: 0.68 | dt: 8813.38ms | tok/sec: 59,487 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 27 | total time: 2.34m | eta: 702.3m
step 00027/04830 (0.56%) | loss: 7.940632 | lrm: 0.70 | dt: 8834.73ms | tok/sec: 59,343 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 28 | total time: 2.49m | eta: 702.5m
step 00028/04830 (0.58%) | loss: 7.919608 | lrm: 0.72 | dt: 8713.76ms | tok/sec: 60,167 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 29 | total time: 2.63m | eta: 702.1m
step 00029/04830 (0.60%) | loss: 7.895614 | lrm: 0.75 | dt: 8702.58ms | tok/sec: 60,245 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 30 | total time: 2.78m | eta: 701.6m
step 00030/04830 (0.62%) | loss: 7.895146 | lrm: 0.78 | dt: 8816.51ms | tok/sec: 59,466 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 31 | total time: 2.92m | eta: 701.7m
step 00031/04830 (0.64%) | loss: 7.883308 | lrm: 0.80 | dt: 8842.16ms | tok/sec: 59,294 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 32 | total time: 3.07m | eta: 701.8m
